Attributes	open	open	open	open	open	open	open	open	open	open	high	high	high	high	high	high	high	high	high	high	low	low	low	low	low	low	low	low	low	low	close	close	close	close	close	close	close	close	close	close	volume	volume	volume	volume	volume	volume	volume	volume	volume	volume
Symbols	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD
date																																																		
2019-08-08	164.37	45.47	85.11	64.79	190.0	48.41	131.36	292.75	144.9	31.53	165.49	46.07	86.27	65.45	194.28	49.57	133.44	297.87	146.62	34.27	163.55	44.81	85.01	64.33	189.38	47.91	131.36	290.2	144.09	31.48	164.22	45.91	85.56	65.45	194.18	49.33	132.38	297.78	144.43	33.92	3260527	2669786	6439311	7427587	1804069	8935876	397631	2506035	1291836	167278810
2019-08-09	164.54	45.86	85.63	65.37	193.61	48.76	131.32	296.14	144.54	33.45	164.75	45.96	87.05	66.87	193.68	49.09	131.42	298.27	146.94	35.55	162.03	45.3	85.43	64.29	190.21	47.11	127.96	292.15	143.21	33.08	163.47	45.53	86.62	65.58	191.48	48.06	129.31	294.83	144.33	34.19	1582093	1230488	5102717	10893502	1831838	10794030	189503	1451132	1332599	132483947
2019-08-12	163.02	45.38	86.39	65.24	191.48	47.73	128.18	293.14	143.4	34.16	164.78	45.63	86.51	65.48	191.89	48.35	128.56	294.42	145.35	34.65	161.55	45.14	84.33	64.08	189.32	46.95	125.66	287.41	140.81	32.08	162.1	45.5	84.66	64.53	190.0	47.08	126.04	288.65	142.16	32.43	1457357	1849180	3573460	5724400	1597453	6292119	158743	1580529	1649218	106936040
2019-08-13	162.56	45.52	85.32	64.86	188.76	46.99	125.66	288.23	130.8	32.36	167.88	46.83	87.1	65.93	193.02	48.37	131.59	295.5	144.06	33.14	162.15	45.37	84.98	64.64	188.76	46.47	125.26	286.39	130.09	31.72	164.88	45.57	86.89	65.01	192.88	48.13	128.34	293.17	142.23	32.11	3247304	1602677	4892696	7215089	2139683	5263316	299399	2346691	5911983	102579321
2019-08-14	162.5	44.96	85.88	64.5	190.4	47.09	125.87	287.6	138.24	31.0	162.87	45.1	86.31	64.99	191.39	47.27	126.36	289.65	140.46	31.05	158.67	44.54	83.91	63.5	186.81	45.0	123.32	281.43	135.44	29.51	158.81	44.85	83.94	63.5	186.97	45.26	123.55	283.66	136.49	30.24	4056102	2931227	4106212	9373304	2316494	9156176	226120	2585987	2424511	127521456
2019-08-15	158.06	45.22	84.16	64.12	187.35	45.53	123.71	285.64	137.21	30.63	159.7	46.26	84.73	64.24	190.23	45.73	123.75	286.49	138.27	30.73	155.63	44.86	83.52	62.66	186.7	44.91	120.31	280.86	135.46	29.21	156.84	46.1	83.94	62.98	189.56	45.51	121.65	282.71	137.5	29.67	4452733	2837904	4952562	9195726	1932571	6013685	248279	2338678	1960529	72606817
2019-08-16	157.84	46.42	84.74	63.51	191.12	45.94	122.57	285.58	137.73	30.31	161.91	46.89	85.08	64.81	193.66	47.17	125.45	290.15	139.69	31.48	157.45	46.25	84.27	63.07	190.47	45.79	122.01	283.32	136.43	30.21	161.5	46.27	84.78	64.43	193.22	46.66	123.99	287.45	136.59	31.18	3481777	2104649	5786292	8348143	2526872	5801282	237167	1981029	1277824	71588978
2019-08-19	163.71	46.84	85.79	65.04	195.0	47.55	126.15	291.32	138.0	32.0	163.95	47.36	86.13	66.88	196.29	48.3	126.94	291.77	138.26	32.19	161.78	46.29	85.33	64.97	194.52	47.28	124.65	287.17	135.22	31.42	162.95	46.6	85.56	66.56	195.18	47.92	125.0	287.97	136.35	31.48	3197998	2248341	4580027	9826314	1891034	5522828	348906	1956105	1287800	67781613
2019-08-20	163.11	46.48	85.95	67.38	195.11	47.67	124.69	287.97	136.44	30.94	163.11	46.69	86.01	68.46	195.98	49.04	124.77	288.66	137.85	31.31	160.96	46.12	84.48	66.33	193.12	47.5	122.9	285.4	135.3	30.45	161.01	46.18	84.54	66.41	194.2	48.8	123.51	285.71	135.38	30.72	2061691	1022650	3322371	12043422	1423474	5863315	177061	1491067	997286	48016381
2019-08-21	162.69	46.73	85.05	67.34	195.69	49.1	124.85	288.54	136.56	31.05	163.65	46.92	85.15	67.92	196.84	49.54	126.53	292.92	136.75	31.74	161.05	46.55	84.29	66.6	195.07	48.71	124.34	286.51	134.7	30.84	161.15	46.82	84.9	67.54	195.73	49.04	124.71	291.53	136.23	31.7	1623565	829762	3894903	7616572	1044737	4001823	183387	1520460	1344670	41635046
2019-08-22	162.0	46.99	84.92	67.87	196.46	49.29	125.28	292.57	136.65	31.76	162.93	47.14	85.31	68.03	196.97	49.29	126.11	292.9	138.55	31.92	160.15	46.12	83.64	66.81	194.27	48.33	124.26	285.12	136.08	30.98	160.88	46.46	84.37	67.52	196.34	49.08	125.55	287.69	137.5	31.9	1441603	877629	3206979	6496330	1160851	4002846	98309	1745838	1306672	47742174
2019-08-23	160.08	46.26	83.84	67.28	195.0	48.6	124.66	289.23	136.57	31.3	160.35	46.26	84.25	67.79	197.93	49.38	125.17	293.57	138.19	31.83	155.27	44.79	81.36	65.48	191.57	47.16	121.26	280.97	134.45	29.4	155.85	45.01	81.93	65.97	192.81	47.33	121.57	282.44	135.05	29.54	4224008	1543158	6228406	8905126	2290363	7126115	256277	2852522	1087959	83931683
2019-08-26	157.01	45.42	82.61	66.43	194.34	47.99	122.45	284.86	135.62	30.34	157.47	45.5	83.18	66.93	195.47	48.7	123.0	288.89	135.7	30.72	155.08	44.73	82.02	66.08	193.47	47.53	120.03	283.51	132.89	29.94	156.12	45.2	83.12	66.46	195.47	48.69	120.96	288.74	135.0	30.28	2215423	1061457	3521332	4841405	1642518	5200812	216600	1792971	900991	50858859
2019-08-27	157.33	45.35	83.82	66.67	196.02	50.5	122.23	290.66	135.82	30.6	157.48	45.46	84.2	66.98	197.4	52.22	122.23	291.85	137.13	30.89	155.4	44.47	83.22	65.49	195.24	49.96	119.54	286.53	134.87	29.6	155.75	44.48	83.65	65.67	197.16	51.09	120.71	289.45	134.89	30.2	2281142	1279045	4845581	7594454	1632696	18226103	211299	1793394	746835	53351711
2019-08-28	155.1	44.33	83.2	65.57	196.89	50.63	120.2	286.55	134.3	29.92	157.78	45.21	84.26	66.38	197.53	50.94	121.85	287.99	137.56	31.18	154.0	44.07	83.06	65.4	194.57	49.54	119.12	280.42	133.3	29.7	157.55	45.09	84.22	66.07	196.84	50.21	121.0	282.13	136.76	30.78	2352823	691543	3889475	6873885	1326231	7232411	199058	2776778	1800705	55896445
2019-08-29	159.3	45.59	85.0	66.73	198.0	51.0	122.44	285.71	138.04	31.47	161.03	46.3	85.11	67.03	199.91	51.43	125.67	287.7	140.74	31.83	159.05	45.34	84.47	65.96	197.44	50.26	122.44	283.62	137.78	31.33	160.36	46.13	84.82	66.22	198.74	50.96	125.22	286.63	138.07	31.45	3170688	802023	3758630	6012024	1494242	6268704	186460	2172535	1203813	44485479
2019-08-30	161.57	46.48	85.47	66.4	200.0	51.29	125.98	287.41	138.7	31.6	162.15	46.91	85.62	66.43	200.68	51.41	127.36	288.5	139.82	31.87	160.41	46.38	84.63	65.49	196.77	50.17	125.25	280.12	137.45	31.13	161.72	46.52	85.32	65.74	198.17	50.6	125.41	284.51	137.95	31.45	1967010	648896	3628594	6415479	2176628	5891610	221724	2373297	721325	40347321
2019-09-03	161.4	46.12	84.43	65.78	196.36	50.48	124.55	284.25	137.19	30.83	161.63	46.19	84.64	65.8	197.76	51.57	125.08	287.46	140.43	31.14	157.26	45.32	83.26	64.93	195.44	50.43	119.88	281.4	136.77	30.68	158.64	45.6	84.06	65.4	195.75	51.06	121.18	282.45	140.36	30.9	1835782	780552	4060563	7916689	1696454	6268898	294852	1838081	1002515	38080254
2019-09-04	159.83	46.12	84.5	65.67	197.83	52.06	123.05	286.04	141.57	31.32	160.63	46.46	84.7	66.42	198.36	53.61	124.76	286.25	142.31	31.83	158.99	45.82	83.78	64.44	197.37	52.01	122.92	282.46	138.51	30.85	160.07	46.3	84.22	66.38	197.71	53.5	124.6	284.6	141.89	30.95	1520739	637492	3673143	9620661	1250656	9989393	182835	1516136	1235234	46709780
2019-09-05	162.5	46.83	85.0	66.64	199.8	55.15	126.92	287.83	143.08	31.79	166.41	47.89	86.16	67.3	199.8	56.6	128.17	288.01	147.12	32.05	162.39	46.7	84.56	66.43	198.45	53.77	124.09	281.52	143.07	31.12	164.23	47.62	85.9	67.03	199.49	54.58	124.75	287.75	146.55	31.5	2421764	1085474	4356370	5602689	2216109	11780719	349283	2836385	770610	57932080
2019-09-06	164.64	47.86	86.23	67.26	200.0	54.67	124.59	288.2	146.89	31.5	164.88	48.13	86.43	68.12	202.8	55.01	126.13	289.59	147.67	31.51	162.95	47.56	85.6	67.0	199.04	54.26	123.21	283.96	146.32	30.48	163.94	47.81	86.04	67.62	201.12	54.58	125.84	284.94	147.21	30.56	1762386	1015019	4451256	7502477	2184065	7034027	332054	2273061	818158	51672982
2019-09-09	165.0	48.09	86.34	67.96	200.97	55.25	126.59	286.52	147.4	30.93	167.85	49.24	86.43	68.0	201.12	55.55	129.9	286.93	147.81	31.18	164.69	47.9	83.87	66.31	192.84	54.2	126.14	276.6	145.57	30.24	165.94	49.1	84.22	66.7	194.83	55.19	129.16	279.3	147.43	30.5	3091339	1223708	4444991	10310875	2702837	9138653	323505	3134613	1039922	54413163
2019-09-10	166.16	49.0	83.44	66.07	192.98	54.75	129.57	277.58	147.37	30.22	169.1	49.83	83.48	68.18	193.54	56.15	134.22	277.58	155.38	30.38	166.01	48.85	81.02	65.65	187.89	54.28	124.33	272.34	146.79	29.77	168.86	49.72	83.21	68.18	189.66	56.03	134.22	276.14	154.7	30.23	3240355	2429561	5613092	12155723	3630960	8427626	370136	4098222	1403209	48604766
2019-09-11	169.86	49.92	82.45	68.38	190.0	56.54	134.53	277.66	154.96	30.38	169.89	50.87	84.56	69.74	192.47	56.77	140.79	280.31	158.89	30.43	165.37	49.36	82.25	68.06	189.24	54.41	132.34	274.0	154.68	29.51	168.08	50.84	84.52	69.49	191.37	54.91	138.99	277.78	158.86	29.76	3579099	2260355	4458904	8369053	2430280	9687337	468803	2593970	1180096	50631683
2019-09-12	169.62	51.53	85.03	70.76	194.7	56.46	138.94	281.0	160.0	30.08	171.85	51.78	85.99	71.17	196.23	57.52	139.3	282.28	160.15	30.84	168.61	50.43	84.91	70.19	191.93	55.14	136.09	277.94	155.08	29.95	170.58	51.71	85.21	70.83	195.52	55.45	136.76	278.02	155.2	30.21	2870355	1648240	3517476	9560136	2122176	10921157	261253	2955024	1163436	53618344
2019-09-13	170.59	51.92	85.3	71.15	196.0	55.64	137.71	278.22	159.1	30.27	172.48	51.94	85.36	71.51	196.0	56.02	139.62	280.28	159.32	30.85	169.86	50.18	83.89	70.48	193.96	55.32	135.95	276.32	154.85	29.95	171.44	50.24	84.27	70.51	194.62	55.95	139.16	278.35	157.0	30.69	2534191	2247484	3633221	8135569	1592554	6401832	296091	2948590	996697	47758753
2019-09-16	171.21	49.94	83.91	70.37	193.37	55.18	138.24	276.62	156.0	30.37	171.21	50.01	83.91	70.96	195.22	55.94	139.5	283.05	158.26	31.15	167.91	48.62	83.03	69.72	193.01	55.17	136.98	275.3	155.7	30.26	169.67	48.75	83.36	70.58	194.16	55.78	138.43	282.93	156.07	30.83	2459306	2263548	3991210	5991952	1359991	6471327	224012	2774732	904941	52248540
2019-09-17	167.76	48.5	83.4	70.51	193.36	55.5	137.76	284.04	155.44	31.07	168.57	49.31	84.5	72.09	195.79	55.72	137.76	285.3	157.0	31.32	166.5	48.08	83.21	70.36	193.36	54.77	134.37	280.36	153.74	30.74	168.07	49.16	83.58	71.6	194.95	55.35	135.18	284.69	156.07	30.99	2742017	1487117	3600036	9028483	1465897	6980832	223238	4541202	841974	35125750
2019-09-18	167.61	48.98	83.58	71.68	194.18	55.21	134.09	275.35	155.91	30.75	168.05	49.25	84.16	71.82	194.59	55.23	134.78	280.29	156.37	30.89	165.25	48.09	82.85	70.81	191.54	54.13	132.38	270.02	152.57	29.88	167.44	48.8	83.64	71.27	194.13	55.12	134.12	279.72	153.79	30.42	2190557	945974	3053448	6260908	1895580	5453088	252293	7479171	668306	47277309
2019-09-19	167.39	48.89	83.83	71.4	194.48	55.43	134.47	280.17	153.73	30.57	168.81	49.07	84.25	71.91	196.13	55.56	135.97	284.37	154.56	30.96	166.91	48.36	83.1	71.21	194.22	54.71	133.09	279.83	152.31	30.14	167.07	48.49	83.23	71.67	194.67	55.01	134.87	281.26	152.8	30.29	1631552	971413	3416654	5551714	1578574	4569363	163441	3171211	713468	41930831
2019-09-20	167.43	48.59	83.51	72.0	195.05	55.04	135.36	281.6	152.93	30.36	169.17	48.73	83.88	73.0	196.23	55.48	137.65	283.2	156.8	30.47	166.48	47.36	82.87	72.0	192.45	54.52	135.11	274.95	152.69	29.65	166.76	47.48	83.58	72.39	193.09	54.76	135.57	277.91	155.69	30.05	3712913	1972642	7183000	13097276	2654578	7505581	454139	4160719	1056104	83555555
2019-09-23	165.49	47.0	83.43	72.33	192.33	54.47	134.93	275.93	156.55	30.12	167.43	47.96	83.72	73.78	193.94	54.74	138.05	279.58	161.57	30.8	164.5	46.86	83.13	72.05	192.01	53.67	133.93	275.41	155.78	30.07	166.76	47.77	83.16	72.93	192.84	54.18	137.17	277.44	161.22	30.64	2114937	868108	2522669	8256069	1669831	4539727	248486	2068852	1251437	45185837
2019-09-24	167.05	47.95	83.66	73.83	194.44	54.61	135.72	279.58	162.48	30.54	167.55	48.24	84.03	73.83	195.87	54.63	136.9	280.7	163.61	30.75	164.16	46.9	82.22	72.17	189.78	53.41	130.31	271.08	158.72	29.29	164.74	47.36	82.44	72.95	190.14	53.96	130.61	272.47	159.22	29.52	3052313	912138	3771198	8228291	2964087	8340328	423778	3351591	1264094	73220942
2019-09-25	164.76	47.37	82.4	72.88	191.6	53.89	130.43	271.9	159.22	29.48	164.98	48.03	83.05	73.24	192.0	55.04	133.86	277.71	162.67	29.65	163.69	47.13	82.1	72.02	188.71	53.58	130.1	267.73	158.88	28.55	164.0	47.98	82.86	72.09	190.87	54.94	130.2	277.43	162.28	29.54	2788159	776471	3575351	5937916	2841660	5196544	871611	3452563	806357	58691579
2019-09-26	164.0	47.82	83.28	72.95	188.06	54.72	131.13	278.46	162.07	29.67	164.41	47.92	83.38	74.46	193.34	55.07	132.9	285.9	162.07	29.77	162.8	47.16	82.09	72.62	187.28	54.16	130.31	277.01	158.5	29.0	163.83	47.49	82.66	74.03	192.12	54.22	130.66	283.81	160.38	29.47	2784498	1020000	3270341	10348483	3729686	6575900	1029051	4325923	730414	41182228
2019-09-27	164.48	47.69	83.04	74.21	193.56	54.21	131.92	284.63	161.13	29.17	165.64	47.96	83.34	75.14	193.58	54.72	133.12	284.98	162.42	29.77	163.52	47.04	81.42	73.92	190.39	52.05	129.26	274.12	160.45	28.35	164.53	47.66	81.84	74.85	191.38	52.33	132.29	277.54	161.68	28.72	2870298	916850	3396617	7677754	2012577	7801124	567319	3168377	531882	54144672
2019-09-30	165.21	47.95	82.19	74.95	191.49	52.6	132.03	277.54	161.64	28.89	165.57	48.1	84.39	76.44	193.35	53.0	135.78	279.0	165.97	29.05	163.94	47.52	82.19	74.95	191.41	52.31	132.03	275.14	161.46	28.36	164.4	47.71	83.67	75.72	192.35	52.92	134.79	276.25	165.4	28.99	2574771	971378	4352936	8339264	2027320	7438370	527904	4077253	991723	40332052
2019-10-01	165.0	48.1	84.03	75.89	192.6	53.34	135.73	278.99	165.59	29.05	165.21	48.87	84.77	76.03	193.37	53.55	137.03	279.65	167.64	29.54	158.17	46.77	81.77	72.94	189.41	52.24	129.0	271.87	163.94	28.64	158.38	46.81	81.84	73.23	189.62	52.9	129.46	272.71	167.29	28.76	3283467	719321	4687196	10931304	2074618	9247348	484683	3311550	1087232	37366072
2019-10-02	157.06	46.23	81.4	72.89	188.34	51.9	106.4	271.18	166.27	28.5	157.22	46.38	81.55	73.0	188.65	52.54	117.39	271.18	166.87	28.85	154.63	44.88	78.77	71.57	182.89	50.25	105.95	265.19	161.95	28.03	155.65	45.19	79.53	72.13	184.85	52.25	114.97	266.66	162.96	28.31	3046851	1664995	5765387	8394449	2945581	13592895	3258775	3400605	975433	44048752
2019-10-03	155.14	45.0	79.25	72.06	185.32	52.19	115.69	266.92	162.6	28.28	155.46	45.1	81.13	73.94	186.09	54.77	120.86	272.8	162.79	28.78	150.81	44.11	78.77	72.04	182.85	52.07	115.65	263.85	158.26	27.43	155.23	45.0	81.07	73.85	185.81	54.07	120.13	272.4	159.86	28.68	3089563	1557931	4123671	6281735	2225685	14694844	1149842	3652220	921428	56905408
2019-10-04	155.23	45.04	81.3	74.22	186.81	54.75	120.18	273.11	159.54	28.83	156.05	45.6	82.32	75.06	189.82	55.49	121.27	278.08	160.61	29.06	154.4	44.99	81.29	73.95	186.1	54.55	117.99	273.11	157.2	28.57	155.82	45.51	81.99	74.66	189.64	55.44	121.15	276.96	159.94	29.01	2648859	1447906	3399904	7012604	1582556	8782953	586878	2583298	749702	34609211
2019-10-07	155.0	45.26	81.4	74.72	188.29	55.06	120.85	276.32	159.09	28.9	155.35	45.98	81.98	75.27	188.7	55.89	122.12	278.49	160.37	29.63	153.52	45.07	80.97	74.08	186.79	54.56	119.33	275.59	157.1	28.84	153.52	45.13	81.04	74.33	186.81	55.41	119.47	276.9	158.27	28.93	2522123	1311346	2720080	5802437	1651509	6623619	416176	1856382	1209258	39745268
2019-10-08	152.33	44.82	80.56	73.88	185.41	54.75	118.0	274.46	156.6	28.55	152.8	45.76	80.56	74.75	185.72	55.3	119.1	275.41	156.89	28.64	150.58	44.75	78.51	73.42	182.0	54.1	116.24	270.8	153.25	27.92	150.74	45.24	78.51	73.53	182.2	54.13	117.13	270.83	154.33	28.23	2822012	1337685	6136655	6238279	2283676	7335792	464535	2162370	920513	44432078
2019-10-09	152.34	45.59	79.31	74.07	183.79	53.76	118.67	273.52	154.61	28.8	152.44	45.69	79.81	74.62	185.3	54.75	119.83	275.55	155.38	28.95	150.79	44.95	78.88	73.25	183.22	53.2	117.41	272.86	153.25	28.35	150.99	45.46	79.5	73.3	184.34	53.43	118.62	274.27	154.41	28.46	3434926	1005331	4028805	5859023	1795494	9079005	267327	1376725	643193	36321583
2019-10-10	150.95	45.46	79.09	73.22	183.83	52.93	118.86	274.06	154.6	28.52	153.09	46.67	80.46	74.63	184.87	53.84	121.82	276.71	156.42	28.89	150.87	45.46	79.07	73.2	182.6	51.45	118.61	272.79	153.82	28.0	152.31	46.34	80.14	74.45	183.83	53.69	120.03	274.98	155.95	28.38	3201645	1044395	5226790	7452412	2145784	8790451	352739	1634808	732871	41171995
2019-10-11	154.13	47.08	80.73	73.97	185.71	54.35	122.55	278.37	157.51	28.83	159.6	48.52	81.33	74.34	187.71	55.38	124.23	281.27	160.0	30.2	154.11	47.04	79.55	73.57	184.74	54.15	121.74	277.63	157.4	28.81	158.1	47.99	79.63	73.63	184.97	54.82	122.02	278.29	158.56	29.75	4686467	1266427	4426053	7178535	2385165	8632567	339211	2098200	699370	66632445
2019-10-14	158.04	47.63	79.69	73.65	185.36	54.35	121.43	278.11	158.14	29.71	162.39	48.02	80.19	74.17	186.33	55.2	123.05	279.42	159.23	30.61	157.34	47.35	79.42	73.39	184.22	54.01	121.32	277.15	157.09	29.38	160.51	47.73	79.82	73.76	185.5	55.01	122.04	277.78	157.32	30.53	3283072	751294	4288657	5120718	1350313	5969793	229072	1377172	436294	44818233
2019-10-15	159.35	47.73	80.7	74.2	185.82	55.15	122.71	278.17	158.74	30.7	164.02	48.59	82.75	74.98	187.38	55.6	125.44	281.51	161.24	30.92	159.35	47.47	80.7	73.8	185.56	54.16	122.34	278.02	157.15	30.17	162.98	48.45	81.98	74.5	187.0	55.56	124.77	279.39	159.73	30.72	3103740	927275	6491553	6173620	1466912	6878469	442851	1969235	621206	42142385
2019-10-16	163.1	48.28	81.36	74.38	184.59	55.4	120.34	270.23	159.21	30.6	164.2	48.98	83.69	74.98	186.99	55.94	124.09	272.81	164.34	31.41	162.12	48.28	79.65	74.34	184.16	55.14	119.6	267.51	159.2	30.53	162.18	48.81	81.78	74.75	186.57	55.59	123.26	272.7	162.75	30.81	1951970	1405044	10764635	8411839	1925404	5764574	473361	4333191	874246	43064255
2019-10-17	163.14	49.25	81.52	74.99	186.96	56.0	124.49	272.61	162.5	31.3	165.49	50.19	83.0	76.18	187.33	56.46	125.2	274.12	164.71	31.4	163.08	49.25	81.47	74.65	185.16	55.51	121.9	267.15	161.25	30.86	163.54	50.02	82.38	75.14	186.04	55.59	123.2	269.24	163.75	31.14	1984704	1002227	4177661	7358594	1491370	5995260	346692	3414775	731658	37010205
2019-10-18	163.56	50.1	82.41	75.24	186.87	55.66	122.68	269.36	163.52	31.06	164.27	51.05	83.32	77.17	188.13	55.69	124.3	269.68	164.74	31.33	162.98	49.76	82.03	75.21	186.61	53.38	122.14	262.1	160.72	30.29	163.1	51.01	82.79	76.46	187.08	54.54	122.93	265.52	163.5	30.97	2693736	1783821	5219831	9481182	2896692	8531046	297153	4391844	642852	39711244
2019-10-21	165.47	51.41	83.14	76.88	186.95	55.25	123.85	265.63	164.53	31.5	166.15	51.78	83.28	77.85	187.54	55.82	125.29	267.43	166.35	32.26	164.76	50.82	81.52	75.85	185.39	54.73	123.36	262.57	163.99	31.41	165.94	51.1	81.65	77.3	187.34	55.51	123.86	266.84	166.03	32.03	2011631	1467706	5589203	7882560	1347967	5946880	300113	2930534	665179	52648067
2019-10-22	166.27	51.15	81.81	78.05	187.27	55.67	124.0	268.49	166.4	32.06	168.91	52.03	82.28	78.66	188.11	55.72	126.87	269.28	167.25	32.15	165.1	50.4	80.5	77.75	182.34	54.49	122.68	260.64	164.13	31.5	167.54	51.74	80.54	77.87	182.72	54.52	125.47	261.09	165.98	31.51	2085530	1357957	4821412	6863955	1773966	4491840	347209	3412660	578266	36860307
2019-10-23	167.41	51.57	80.69	77.79	182.39	54.56	125.26	261.0	165.25	31.09	168.76	51.7	81.6	78.02	184.84	55.33	127.6	265.52	166.68	31.65	166.56	50.52	80.41	77.19	181.97	54.35	125.19	259.57	163.26	30.83	168.76	50.85	81.27	77.75	184.07	54.8	127.28	261.32	165.12	31.36	2717458	1195439	4339658	6195542	2276462	3368286	304799	3079754	702951	26858110
2019-10-24	165.16	51.03	81.59	77.84	185.05	55.18	127.86	264.04	168.44	31.58	165.25	51.16	82.09	77.89	187.02	55.74	127.87	271.46	170.55	31.86	159.63	50.35	81.21	76.25	184.65	54.62	123.66	263.25	166.3	31.34	161.89	50.92	81.36	76.8	185.0	55.44	124.29	269.7	166.81	31.72	5959562	723424	4482374	6332465	2017655	5700614	401184	3597687	1254235	28448977
2019-10-25	162.51	50.71	81.45	76.39	184.67	56.21	124.79	267.8	166.5	31.9	167.63	51.64	81.97	76.79	184.83	56.28	126.09	271.61	169.69	32.86	162.13	50.71	81.08	76.22	183.02	55.02	124.3	267.02	165.34	31.83	166.09	51.07	81.65	76.53	183.07	55.26	124.9	270.98	165.56	32.71	3104753	1166764	4872822	5497019	1389245	6320240	188799	1822271	643134	45368837
2019-10-28	166.48	51.09	81.8	76.67	184.41	55.99	125.51	271.58	165.96	33.16	169.71	51.48	82.89	78.38	185.93	56.18	128.31	272.29	167.97	33.91	166.2	50.37	81.76	76.49	182.56	54.21	125.51	268.38	165.23	33.15	169.06	51.35	82.66	78.33	182.87	54.56	127.55	271.35	166.41	33.69	3138032	2195936	4768781	7146382	1832708	7507573	282135	2281861	978941	51223609
2019-10-29	168.03	49.5	82.45	78.11	182.55	54.47	126.6	271.68	166.27	33.73	169.95	50.67	83.87	78.74	185.75	54.63	128.71	273.72	166.92	33.9	167.51	48.82	82.29	77.59	182.37	53.62	126.35	271.06	163.99	32.7	168.81	49.23	83.45	78.47	184.8	54.0	127.98	271.45	164.35	33.03	2669380	3869584	4614858	6391548	1553999	5680034	361124	1723508	657543	78700076
2019-10-30	168.23	48.69	83.32	78.51	185.15	55.25	128.0	273.25	163.99	32.93	168.57	50.6	84.09	79.79	187.04	55.95	129.03	278.65	165.55	33.34	167.03	48.48	82.9	78.01	184.29	54.41	125.85	272.61	162.8	32.03	168.37	50.38	84.01	79.66	186.58	55.87	128.63	278.41	163.97	33.13	1780351	1725353	3534803	7222450	1243282	8537516	320790	2320773	721607	78228769
2019-10-31	168.51	50.42	83.77	79.71	186.16	55.93	128.4	278.27	163.84	32.98	168.56	50.42	84.35	79.74	188.06	56.07	128.6	279.32	164.17	34.34	163.55	49.21	82.92	78.74	184.34	54.74	123.81	275.31	161.06	32.82	164.99	49.68	83.61	79.55	185.42	56.03	124.79	277.93	162.48	33.93	2653140	2141595	4614003	10009371	1574829	6621587	299439	2845383	826641	67881623
2019-11-01	166.94	50.18	84.09	80.03	186.7	56.21	126.24	279.14	163.01	34.37	170.15	50.51	84.29	82.18	188.35	57.43	127.33	281.83	166.33	35.0	166.72	49.82	82.61	79.13	186.11	55.46	125.61	277.27	162.46	34.1	170.09	50.28	82.66	81.75	188.22	55.82	125.99	277.82	164.82	34.89	2467439	1265279	5119148	13356251	1502137	10202913	286586	2827222	677808	64238609
